session_id,kwh_total,debut,fin,heure_debut,heure_fin,duree_heures,jour_semaine,plateforme,distance_km,utilisateur_id,borne_id,site_id,type_site,prix_kwh_mad,prix_total_mad,ville,code_postal,latitude,longitude
7768340,6.05,0015-08-26 10:37:01,0015-08-26 13:29:07,10,13,2.868333333,Mercredi,ios,26.6102122,57882330,875343,747048,Université / Campus,2.44,14.76,Marrakech,40000,31.634335301016684,-7.956419648595282
2877984,5.81,0015-08-27 10:46:03,0015-08-27 13:26:07,10,13,2.667777778,Jeudi,ios,26.6102122,57882330,875343,747048,Université / Campus,3.44,19.99,Marrakech,40000,31.63743585727517,-8.009843952930396
1497996,5.84,0015-08-28 11:12:56,0015-08-28 13:29:06,11,13,2.269444444,Vendredi,ios,26.6102122,57882330,875343,747048,Université / Campus,2.18,12.73,Marrakech,40000,31.6002856673953,-7.99215361092503
3166684,5.87,0015-09-01 09:58:30,0015-09-01 12:15:11,9,12,2.278055556,Mardi,ios,26.6102122,57882330,875343,747048,Université / Campus,2.89,16.96,Marrakech,40000,31.639312242321004,-8.00768711613334
6834846,6.01,0015-09-02 11:14:37,0015-09-02 13:28:08,11,13,2.225277778,Mercredi,ios,26.6102122,57882330,875343,747048,Université / Campus,2.8,16.83,Marrakech,40000,31.610182158012186,-7.965108361026702
4354197,5.28,0015-09-03 11:12:13,0015-09-03 13:30:11,11,13,2.299444444,Jeudi,ios,26.6102122,57882330,875343,747048,Université / Campus,3.2,16.9,Marrakech,40000,31.657164219048166,-7.968973552753172
5831697,5.97,0015-09-04 11:32:45,0015-09-04 14:22:07,11,14,2.822777778,Vendredi,ios,26.6102122,57882330,875343,747048,Université / Campus,3.2,19.1,Marrakech,40000,31.608419763665186,-7.991218866875821
3655295,5.9,0015-09-08 11:16:53,0015-09-08 13:30:16,11,13,2.223055556,Mardi,ios,26.6102122,57882330,875343,747048,Université / Campus,3.22,19.0,Marrakech,40000,31.624377447423623,-7.970560225867575
9004691,5.96,0015-09-09 10:51:20,0015-09-09 13:31:09,10,13,2.663611111,Mercredi,ios,26.6102122,57882330,875343,747048,Université / Campus,2.26,13.47,Marrakech,40000,31.604620980084718,-7.987343766428243
1044216,5.87,0015-09-10 10:47:40,0015-09-10 12:50:07,10,12,2.040833333,Jeudi,ios,26.6102122,57882330,875343,747048,Université / Campus,2.13,12.5,Marrakech,40000,31.659312455110758,-7.965724772514654
9465843,6.04,0015-09-11 10:45:59,0015-09-11 13:27:09,10,13,2.686111111,Vendredi,ios,26.6102122,57882330,875343,747048,Université / Campus,2.94,17.76,Marrakech,40000,31.629631700619875,-7.9838489802357975
2963572,5.97,0015-09-14 10:42:50,0015-09-14 13:30:11,10,13,2.789166667,Lundi,ios,26.6102122,57882330,875343,747048,Université / Campus,3.02,18.03,Marrakech,40000,31.6352231010392,-7.9863632163300995
9013018,5.92,0015-09-15 10:52:55,0015-09-15 13:15:10,10,13,2.370833333,Mardi,ios,26.6102122,57882330,875343,747048,Université / Campus,3.24,19.18,Marrakech,40000,31.603524588643307,-7.955016205070701
1687523,6.1,0015-09-16 10:34:07,0015-09-16 12:54:07,10,12,2.333333333,Mercredi,ios,26.6102122,57882330,875343,747048,Université / Campus,1.57,9.58,Marrakech,40000,31.644497628223952,-7.996047254006558
5485294,5.98,0015-09-17 10:53:12,0015-09-17 13:30:11,10,13,2.616388889,Jeudi,ios,26.6102122,57882330,875343,747048,Université / Campus,1.64,9.81,Marrakech,40000,31.612094335585734,-8.003873159600206
1800903,5.89,0015-09-22 10:43:58,0015-09-22 13:30:10,10,13,2.77,Mardi,ios,26.6102122,57882330,875343,747048,Université / Campus,2.76,16.26,Marrakech,40000,31.653383257366443,-7.976027413204432
8873445,5.82,0015-09-23 12:03:55,0015-09-23 16:40:11,12,16,4.604444444,Mercredi,ios,26.6102122,57882330,875343,747048,Université / Campus,3.34,19.44,Marrakech,40000,31.611808378428922,-7.952940691262949
6171272,5.9,0015-09-24 10:43:28,0015-09-24 13:30:12,10,13,2.778888889,Jeudi,ios,26.6102122,57882330,875343,747048,Université / Campus,3.49,20.59,Marrakech,40000,31.61094126323982,-7.9884296471763685
8074367,5.95,0015-09-25 10:48:24,0015-09-25 13:29:08,10,13,2.678888889,Vendredi,ios,26.6102122,57882330,875343,747048,Université / Campus,2.99,17.79,Marrakech,40000,31.601692980070887,-8.007377794182272
9458057,5.89,0015-09-28 10:04:38,0015-09-28 13:24:07,10,13,3.324722222,Lundi,ios,26.6102122,57882330,875343,747048,Université / Campus,2.37,13.96,Marrakech,40000,31.6278240167066,-7.990741683961426
4489591,6.03,0015-09-29 11:01:29,0015-09-29 13:30:09,11,13,2.477777778,Mardi,ios,26.6102122,57882330,875343,747048,Université / Campus,1.7,10.25,Marrakech,40000,31.633390467995756,-7.980744100740826
3366302,5.84,0015-09-30 10:45:00,0015-09-30 13:27:08,10,13,2.702222222,Mercredi,ios,26.6102122,57882330,875343,747048,Université / Campus,2.77,16.18,Marrakech,40000,31.6034425183657,-8.001384619602067
4596442,5.92,0015-10-01 11:39:17,0015-10-01 14:45:08,11,14,3.0975,Jeudi,ios,26.6102122,57882330,875343,747048,Université / Campus,3.25,19.24,Marrakech,40000,31.6460316570017,-7.97161386691661
7017207,4.96,0015-10-02 11:20:11,0015-10-02 13:30:10,11,13,2.166388889,Vendredi,ios,26.6102122,57882330,875343,747048,Université / Campus,2.39,11.85,Marrakech,40000,31.62669733008488,-7.951235036659388
9531439,1.79,0015-01-15 16:02:00,0015-01-15 16:40:07,16,16,0.635277778,Jeudi,ios,2.9243084,19555569,943765,461655,Parking public,2.89,5.17,Agadir,80000,30.429263416159657,-9.600995631441114
4756166,2.38,0015-05-07 20:02:59,0015-05-07 22:43:06,20,22,2.668611111,Jeudi,ios,3.1554692,19555569,404112,399399,Bureau / Entreprise,3.31,7.88,Meknès,50000,33.8899457648163,-5.556016286596187
2290411,1.52,0015-05-08 12:26:51,0015-05-08 12:58:07,12,12,0.521111111,Vendredi,ios,3.1554692,19555569,404112,399399,Bureau / Entreprise,1.59,2.42,Meknès,50000,33.88754578365252,-5.553257749989932
1957117,6.53,0015-05-11 11:41:36,0015-05-11 15:49:06,11,15,4.125,Lundi,ios,3.1554692,19555569,758780,399399,Bureau / Entreprise,3.09,20.18,Agadir,80000,30.431378419878495,-9.621191229296288
8845048,3.64,0015-05-12 11:56:15,0015-05-12 15:45:07,11,15,3.814444444,Mardi,ios,3.1554692,19555569,758780,399399,Bureau / Entreprise,2.09,7.61,Agadir,80000,30.407114414755846,-9.575103583914427
6838969,3.7,0015-05-13 12:18:48,0015-05-13 15:44:05,12,15,3.421388889,Mercredi,ios,3.1554692,19555569,758780,399399,Bureau / Entreprise,2.25,8.33,Agadir,80000,30.408715687829716,-9.60321046066872
1609567,2.31,0015-05-14 16:34:48,0015-05-14 18:15:07,16,18,1.671944444,Jeudi,ios,2.9243084,19555569,632920,461655,Parking public,1.79,4.13,Rabat,10000,34.04260713726081,-6.848363535314509
2591573,2.31,0015-05-15 12:37:05,0015-05-15 15:47:07,12,15,3.167222222,Vendredi,ios,3.1554692,19555569,758780,399399,Bureau / Entreprise,2.56,5.91,Agadir,80000,30.45456692772802,-9.588518583624172
3519738,1.78,0015-05-18 14:05:36,0015-05-18 15:47:06,14,15,1.691666667,Lundi,ios,3.1554692,19555569,758780,399399,Bureau / Entreprise,2.63,4.68,Agadir,80000,30.420198558976786,-9.601577994744133
8950369,4.23,0015-06-05 16:33:11,0015-06-05 19:19:05,16,19,2.765,Vendredi,ios,2.9243084,19555569,943765,461655,Parking public,3.09,13.07,Agadir,80000,30.414044680388614,-9.58920599187153
8001601,2.81,0015-06-09 12:20:50,0015-06-09 13:40:11,12,13,1.3225,Mardi,ios,3.1554692,19555569,758780,399399,Bureau / Entreprise,1.84,5.17,Agadir,80000,30.436439972594343,-9.624413222592153
7682158,4.97,0015-06-10 12:18:32,0015-06-10 15:42:07,12,15,3.393055556,Mercredi,ios,3.1554692,19555569,758780,399399,Bureau / Entreprise,1.66,8.25,Agadir,80000,30.422324050265885,-9.579276599376668
8716416,6.79,0015-06-11 12:52:08,0015-06-11 16:04:07,12,16,3.199722222,Jeudi,ios,3.1554692,19555569,758780,399399,Bureau / Entreprise,3.24,22.0,Agadir,80000,30.39932318133962,-9.571669762827236
2230641,1.45,0015-06-12 12:00:27,0015-06-12 14:15:11,12,14,2.245555556,Vendredi,ios,3.1554692,19555569,758780,399399,Bureau / Entreprise,2.74,3.97,Agadir,80000,30.407169155841974,-9.589174076830437
4758378,6.66,0015-06-22 13:20:58,0015-06-22 16:28:06,13,16,3.118888889,Lundi,ios,2.9243084,19555569,632920,461655,Parking public,1.98,13.19,Rabat,10000,34.03385833373084,-6.814326044268471
1797414,6.6,0015-06-24 12:30:03,0015-06-24 16:42:14,12,16,4.203055556,Mercredi,ios,3.1554692,19555569,758780,399399,Bureau / Entreprise,3.33,21.98,Agadir,80000,30.437335436514612,-9.619014061137802
2458241,3.8,0015-06-25 13:14:53,0015-06-25 16:07:05,13,16,2.87,Jeudi,ios,3.1554692,19555569,758780,399399,Bureau / Entreprise,1.79,6.8,Agadir,80000,30.399425759550212,-9.59945502863118
8836643,6.71,0015-07-06 16:37:29,0015-07-06 20:14:06,16,20,3.610277778,Lundi,ios,2.9243084,19555569,632920,461655,Parking public,2.42,16.24,Rabat,10000,34.004218329715975,-6.835491595963273
4498101,6.41,0015-07-08 17:13:47,0015-07-08 19:20:07,17,19,2.105555556,Mercredi,ios,3.1554692,19555569,404112,399399,Bureau / Entreprise,2.01,12.88,Meknès,50000,33.87736448779529,-5.542395801154728
9043357,4.94,0015-07-13 15:37:22,0015-07-13 18:20:12,15,18,2.713888889,Lundi,ios,3.1554692,19555569,404112,399399,Bureau / Entreprise,2.01,9.93,Meknès,50000,33.90381356461592,-5.553212293254657
6920453,6.54,0015-07-15 12:26:57,0015-07-15 15:40:07,12,15,3.219444444,Mercredi,ios,2.9243084,19555569,632920,461655,Parking public,1.52,9.94,Rabat,10000,33.99208263226526,-6.851314935438024
7063831,2.04,0015-07-16 12:21:26,0015-07-16 15:52:07,12,15,3.511388889,Jeudi,ios,2.9243084,19555569,632920,461655,Parking public,3.11,6.34,Rabat,10000,33.99714651491907,-6.863990558646974
5142750,6.5,0015-07-17 12:16:13,0015-07-17 15:38:06,12,15,3.364722222,Vendredi,ios,2.9243084,19555569,632920,461655,Parking public,3.3,21.45,Rabat,10000,34.03889496512239,-6.848095452966263
4248896,3.16,0015-07-20 12:54:01,0015-07-20 15:18:06,12,15,2.401388889,Lundi,ios,2.9243084,19555569,632920,461655,Parking public,2.86,9.04,Rabat,10000,34.00161267972326,-6.8618403510936705
5029552,0.93,0015-07-21 12:05:23,0015-07-21 15:38:06,12,15,3.545277778,Mardi,ios,2.9243084,19555569,632920,461655,Parking public,1.82,1.69,Rabat,10000,34.03006476647111,-6.827538059410466
4151352,6.51,0015-07-22 12:21:45,0015-07-22 15:29:05,12,15,3.122222222,Mercredi,ios,2.9243084,19555569,632920,461655,Parking public,2.38,15.49,Rabat,10000,34.0051909668628,-6.8590701438703245
3643530,2.02,0015-07-24 12:13:29,0015-07-24 15:28:13,12,15,3.245555556,Vendredi,ios,2.9243084,19555569,632920,461655,Parking public,2.19,4.42,Rabat,10000,33.99686648356556,-6.868086081682928
8043707,6.76,0015-07-28 16:27:20,0015-07-28 19:52:10,16,19,3.413888889,Mardi,ios,2.9243084,19555569,943765,461655,Parking public,2.68,18.12,Agadir,80000,30.412390331459967,-9.594958031730966
3487896,6.05,0015-07-29 12:18:36,0015-07-29 14:53:07,12,14,2.575277778,Mercredi,ios,2.9243084,19555569,632920,461655,Parking public,2.78,16.82,Rabat,10000,34.03423601591134,-6.835886216036836
1148980,5.91,0015-07-29 17:52:39,0015-07-29 20:34:09,17,20,2.691666667,Mercredi,ios,2.9243084,19555569,549414,461655,Parking public,2.35,13.89,Tanger,90000,35.78084178808638,-5.811685216323169
6799802,3.46,0015-07-30 12:19:29,0015-07-30 15:57:07,12,15,3.627222222,Jeudi,ios,2.9243084,19555569,632920,461655,Parking public,2.0,6.92,Rabat,10000,34.04071319187402,-6.836981103254939
2500257,2.64,0015-07-31 12:49:03,0015-07-31 14:52:11,12,14,2.052222222,Vendredi,ios,3.1554692,19555569,404112,399399,Bureau / Entreprise,3.19,8.42,Meknès,50000,33.88733101177711,-5.556571148776593
7771167,6.48,0015-08-03 12:09:22,0015-08-03 15:34:07,12,15,3.4125,Lundi,ios,2.9243084,19555569,632920,461655,Parking public,1.9,12.31,Rabat,10000,34.03098510819424,-6.82341928710842
9543932,1.82,0015-08-03 16:45:16,0015-08-03 19:58:16,16,19,3.216666667,Lundi,ios,2.9243084,19555569,431796,461655,Parking public,2.27,4.13,Casablanca,20000,33.55539905772495,-7.5873832664087555
9851741,4.73,0015-08-04 19:00:42,0015-08-04 20:31:07,19,20,1.506944444,Mardi,ios,2.9243084,19555569,632920,461655,Parking public,2.47,11.68,Rabat,10000,34.00848886381566,-6.866843182922128
4852971,3.69,0015-08-05 12:18:20,0015-08-05 15:35:08,12,15,3.28,Mercredi,ios,2.9243084,19555569,632920,461655,Parking public,1.97,7.27,Rabat,10000,34.044680149111265,-6.837648966381205
6431779,3.82,0015-08-06 13:53:58,0015-08-06 15:47:07,13,15,1.885833333,Jeudi,ios,2.9243084,19555569,632920,461655,Parking public,2.64,10.08,Rabat,10000,33.991680115410645,-6.8171188872747
7870286,4.03,0015-08-07 12:05:16,0015-08-07 15:02:08,12,15,2.947777778,Vendredi,ios,2.9243084,19555569,632920,461655,Parking public,2.65,10.68,Rabat,10000,33.99603051185127,-6.847821242470107
3934620,0.67,0015-08-11 17:20:42,0015-08-11 17:35:09,17,17,0.240833333,Mardi,ios,3.1554692,19555569,758780,399399,Bureau / Entreprise,3.49,2.34,Agadir,80000,30.410273175308763,-9.610320451886013
6946940,2.11,0015-08-14 18:04:38,0015-08-14 18:47:06,18,18,0.707777778,Vendredi,ios,3.1554692,19555569,758780,399399,Bureau / Entreprise,2.09,4.41,Agadir,80000,30.39939193223243,-9.61949183257892
2850132,5.11,0015-08-14 18:55:52,0015-08-14 20:36:06,18,20,1.670555556,Vendredi,ios,2.9243084,19555569,943765,461655,Parking public,3.46,17.68,Agadir,80000,30.40868612610539,-9.61901326868388
1800956,1.99,0015-08-17 17:02:01,0015-08-17 21:03:06,17,21,4.018055556,Lundi,ios,2.9243084,19555569,632920,461655,Parking public,2.82,5.61,Rabat,10000,34.02588249365818,-6.845633710939491
5134843,3.94,0015-08-18 12:21:01,0015-08-18 15:24:07,12,15,3.051666667,Mardi,ios,2.9243084,19555569,632920,461655,Parking public,2.05,8.08,Rabat,10000,34.01618547303555,-6.835859210550308
1371649,3.52,0015-08-19 14:19:22,0015-08-19 15:37:07,14,15,1.295833333,Mercredi,ios,2.9243084,19555569,632920,461655,Parking public,2.63,9.26,Rabat,10000,34.04446030266462,-6.866763075689824
2743739,4.82,0015-08-26 16:19:38,0015-08-26 19:37:06,16,19,3.291111111,Mercredi,ios,3.1554692,19555569,758780,399399,Bureau / Entreprise,2.87,13.83,Agadir,80000,30.44684661370431,-9.571725884658491
9558899,4.08,0015-09-03 17:06:42,0015-09-03 20:30:11,17,20,3.391388889,Jeudi,ios,3.1554692,19555569,758780,399399,Bureau / Entreprise,2.99,12.2,Agadir,80000,30.418309041101875,-9.582791982953289
4518580,6.72,0015-09-04 13:43:27,0015-09-04 19:34:08,13,19,5.844722222,Vendredi,ios,3.1554692,19555569,758780,399399,Bureau / Entreprise,1.6,10.75,Agadir,80000,30.41336540600588,-9.59290256490298
5473938,6.68,0015-09-08 14:14:27,0015-09-08 16:52:07,14,16,2.627777778,Mardi,ios,3.1554692,19555569,758780,399399,Bureau / Entreprise,2.71,18.1,Agadir,80000,30.420581544490037,-9.57839367974366
8465242,4.15,0015-09-09 14:34:59,0015-09-09 16:08:10,14,16,1.553055556,Mercredi,ios,3.1554692,19555569,758780,399399,Bureau / Entreprise,2.49,10.33,Agadir,80000,30.43321769655089,-9.623288794591273
5467486,7.36,0015-09-11 17:18:13,0015-09-11 20:09:12,17,20,2.849722222,Vendredi,ios,3.1554692,19555569,758780,399399,Bureau / Entreprise,3.31,24.36,Agadir,80000,30.413883818449374,-9.599489667336012
3314093,2.45,0015-09-15 18:46:13,0015-09-15 20:24:08,18,20,1.631944444,Mardi,ios,2.9243084,19555569,943765,461655,Parking public,2.07,5.07,Agadir,80000,30.43524893447095,-9.590294412388301
2013313,6.47,0015-09-21 12:33:39,0015-09-21 15:55:09,12,15,3.358333333,Lundi,ios,3.1554692,19555569,758780,399399,Bureau / Entreprise,3.1,20.06,Agadir,80000,30.422364699131474,-9.578380825632903
3493741,6.37,0015-09-21 19:15:47,0015-09-21 22:28:07,19,22,3.205555556,Lundi,ios,3.1554692,19555569,404112,399399,Bureau / Entreprise,2.71,17.26,Meknès,50000,33.89662283085112,-5.530291826397044
2175508,5.26,0015-09-23 12:35:25,0015-09-23 15:35:15,12,15,2.997222222,Mercredi,ios,3.1554692,19555569,758780,399399,Bureau / Entreprise,2.2,11.57,Agadir,80000,30.42396759174812,-9.611475845017196
9747169,4.42,0015-09-23 16:59:36,0015-09-23 19:50:10,16,19,2.842777778,Mercredi,ios,3.1554692,19555569,758780,399399,Bureau / Entreprise,2.77,12.24,Agadir,80000,30.415467945572516,-9.571647189826448
3906854,4.47,0015-09-28 12:36:23,0015-09-28 14:55:10,12,14,2.313055556,Lundi,ios,3.1554692,19555569,758780,399399,Bureau / Entreprise,2.74,12.25,Agadir,80000,30.45470719841773,-9.620639249514149
3628825,3.47,0015-09-28 20:15:03,0015-09-28 21:23:06,20,21,1.134166667,Lundi,ios,3.1554692,19555569,758780,399399,Bureau / Entreprise,2.86,9.92,Agadir,80000,30.443616347649588,-9.575591982882731
6002878,19.79,0015-03-09 01:32:48,0015-03-09 04:45:12,1,4,3.206666667,Lundi,android,,78908148,730023,878393,Université / Campus,2.94,58.18,Casablanca,20000,33.551506790545986,-7.561543585023723
3627380,16.88,0015-04-13 00:54:12,0015-04-13 03:26:05,0,3,2.531388889,Lundi,android,,78908148,730023,878393,Université / Campus,2.82,47.6,Casablanca,20000,33.595208078553874,-7.609170788606643
2345110,19.6,0015-04-17 16:20:47,0015-04-17 20:01:05,16,20,3.671666667,Vendredi,android,,78908148,929628,751082,Centre commercial,3.18,62.33,Tanger,90000,35.75874587189497,-5.8206760361477725
8530317,9.62,0015-04-24 22:11:47,0015-04-24 23:53:07,22,23,1.688888889,Vendredi,android,,78908148,929628,751082,Centre commercial,2.76,26.55,Tanger,90000,35.78317313361365,-5.861582868873319
2105829,8.83,0015-04-26 18:03:47,0015-04-26 19:35:10,18,19,1.523055556,Dimanche,android,,78908148,875343,747048,Université / Campus,3.31,29.23,Marrakech,40000,31.647491315356838,-7.9867746304916505
3007055,15.52,0015-05-01 22:51:59,0015-05-02 01:34:05,22,1,2.701666667,Vendredi,android,,78908148,929628,751082,Centre commercial,2.79,43.3,Tanger,90000,35.755012810268155,-5.833023002048139
5766631,16.12,0015-05-08 17:02:17,0015-05-08 19:49:07,17,19,2.780555556,Vendredi,android,,78908148,863084,751082,Centre commercial,2.12,34.17,Rabat,10000,33.9922481584992,-6.836761286445421
7091950,11.86,0015-05-10 06:58:28,0015-05-10 08:57:06,6,8,1.977222222,Dimanche,android,,78908148,875343,747048,Université / Campus,2.38,28.23,Marrakech,40000,31.615620641563098,-7.954943765105086
9403374,20.55,0015-05-13 16:34:08,0015-05-13 20:14:06,16,20,3.666111111,Mercredi,android,,78908148,929628,751082,Centre commercial,2.66,54.66,Tanger,90000,35.761998052879655,-5.823664958762348
3164433,17.25,0015-05-16 17:59:52,0015-05-16 20:38:05,17,20,2.636944444,Samedi,android,,78908148,730023,878393,Université / Campus,2.96,51.06,Casablanca,20000,33.58110869318956,-7.590923322926846
5533528,6.73,0015-05-26 21:49:17,0015-05-26 22:59:06,21,22,1.163611111,Mardi,android,,78908148,929628,751082,Centre commercial,1.68,11.31,Tanger,90000,35.74497326112599,-5.815419497824046
9025610,22.03,0015-05-29 16:55:35,0015-05-29 20:54:06,16,20,3.975277778,Vendredi,android,,78908148,863084,751082,Centre commercial,2.09,46.04,Rabat,10000,33.999261364444365,-6.814568030742735
8351543,20.92,0015-06-04 16:39:13,0015-06-04 20:25:12,16,20,3.766388889,Jeudi,android,,78908148,929628,751082,Centre commercial,2.99,62.55,Tanger,90000,35.77959581420796,-5.862676031079062
6373087,18.35,0015-06-06 05:42:57,0015-06-06 08:33:05,5,8,2.835555556,Samedi,android,,78908148,730023,878393,Université / Campus,1.85,33.95,Casablanca,20000,33.60216413084221,-7.560848723664638
2237194,12.83,0015-06-09 00:29:07,0015-06-09 02:29:05,0,2,1.999444444,Mardi,android,,78908148,730023,878393,Université / Campus,1.76,22.58,Casablanca,20000,33.574641410938156,-7.61463207165618
3241295,17.65,0015-06-11 16:05:06,0015-06-11 19:58:06,16,19,3.883333333,Jeudi,android,,78908148,863084,751082,Centre commercial,2.58,45.54,Rabat,10000,34.0012007571509,-6.822736793243874
9443480,18.7,0015-07-05 03:47:59,0015-07-05 06:45:11,3,6,2.953333333,Dimanche,android,,78908148,730023,878393,Université / Campus,3.44,64.33,Casablanca,20000,33.55943843959116,-7.602979914846916
7014331,8.29,0015-07-05 21:12:39,0015-07-05 22:28:05,21,22,1.257222222,Dimanche,android,,78908148,730023,878393,Université / Campus,2.56,21.22,Casablanca,20000,33.544203440592845,-7.611869220534768
2985212,16.31,0015-07-07 16:49:49,0015-07-07 19:51:06,16,19,3.021388889,Mardi,android,,78908148,932939,868085,Parking public,3.33,54.31,Casablanca,20000,33.597957928393626,-7.59340866161717
4519586,4.17,0015-07-10 16:46:21,0015-07-10 17:47:05,16,17,1.012222222,Vendredi,android,,78908148,489543,868085,Parking public,3.16,13.18,Casablanca,20000,33.550165064973406,-7.581162605233144
6746115,11.59,0015-07-11 04:42:02,0015-07-11 06:29:05,4,6,1.784166667,Samedi,android,,78908148,730023,878393,Université / Campus,2.01,23.3,Casablanca,20000,33.577690988530854,-7.5969428892985915
3945976,19.96,0015-07-14 11:56:48,0015-07-14 15:33:04,11,15,3.604444444,Mardi,android,,78908148,932939,868085,Parking public,3.15,62.87,Casablanca,20000,33.55954331324123,-7.616526075503038
3384224,18.17,0015-07-16 17:25:49,0015-07-16 20:38:09,17,20,3.205555556,Jeudi,android,,78908148,489543,868085,Parking public,2.46,44.7,Casablanca,20000,33.576350680150945,-7.583832331620477
8987344,14.02,0015-07-20 19:00:34,0015-07-20 21:07:06,19,21,2.108888889,Lundi,android,,78908148,265601,878393,Université / Campus,3.11,43.6,Marrakech,40000,31.638585223301114,-7.956955803433359
7280874,20.2,0015-07-21 13:37:07,0015-07-21 17:06:05,13,17,3.482777778,Mardi,android,,78908148,995505,868085,Parking public,2.99,60.4,Marrakech,40000,31.649284508222433,-7.988107078043164
8920343,20.06,0015-07-27 04:31:16,0015-07-27 07:32:15,4,7,3.016388889,Lundi,android,,78908148,730023,878393,Université / Campus,2.18,43.73,Casablanca,20000,33.55548527630563,-7.60682003334215
5658049,21.16,0015-07-29 18:08:53,0015-07-29 21:56:06,18,21,3.786944444,Mercredi,android,,78908148,995505,868085,Parking public,1.73,36.61,Marrakech,40000,31.60015974971951,-7.984545359244031
8601621,2.87,0015-07-31 20:10:50,0015-07-31 21:04:05,20,21,0.8875,Vendredi,android,,78908148,664306,868085,Parking public,3.43,9.84,Agadir,80000,30.40601313780413,-9.625198237337074
3738844,22.14,0015-08-01 05:29:02,0015-08-01 09:00:08,5,9,3.518333333,Samedi,android,,78908148,730023,878393,Université / Campus,1.78,39.41,Casablanca,20000,33.597101118510885,-7.570570744931183
5172247,19.47,0015-08-05 12:07:15,0015-08-05 15:27:07,12,15,3.331111111,Mercredi,android,,78908148,664306,868085,Parking public,3.43,66.78,Agadir,80000,30.45023340465375,-9.578519551342989
6410992,11.33,0015-08-09 04:49:11,0015-08-09 06:35:08,4,6,1.765833333,Dimanche,android,,78908148,730023,878393,Université / Campus,3.22,36.48,Casablanca,20000,33.578944786130215,-7.584519972194222
3798253,17.9,0015-08-12 19:35:03,0015-08-12 22:33:07,19,22,2.967777778,Mercredi,android,,78908148,664306,868085,Parking public,2.95,52.8,Agadir,80000,30.43383101162602,-9.606913826663698
4718933,10.47,0015-08-14 17:11:10,0015-08-14 19:12:08,17,19,2.016111111,Vendredi,android,,78908148,995505,868085,Parking public,3.46,36.23,Marrakech,40000,31.639402200472777,-7.963112998133252
5991072,18.15,0015-08-15 23:43:07,0015-08-16 02:24:05,23,2,2.682777778,Samedi,android,,78908148,730023,878393,Université / Campus,3.43,62.25,Casablanca,20000,33.553622276717405,-7.586518778512699
1282283,20.24,0015-08-20 12:52:07,0015-08-20 16:22:06,12,16,3.499722222,Jeudi,android,,78908148,638536,868085,Parking public,3.11,62.95,Meknès,50000,33.9183647167555,-5.527744061486999
5533488,3.92,0015-08-21 20:28:07,0015-08-21 22:02:07,20,22,1.566666667,Vendredi,android,,78908148,664306,868085,Parking public,2.23,8.74,Agadir,80000,30.422926231493527,-9.59021247244502
2124425,20.37,0015-08-23 01:48:21,0015-08-23 04:58:06,1,4,3.1625,Dimanche,android,,78908148,730023,878393,Université / Campus,3.08,62.74,Casablanca,20000,33.56608831169497,-7.572735671607233
9130727,17.8,0015-08-25 12:25:38,0015-08-25 15:39:05,12,15,3.224166667,Mardi,android,,78908148,569886,868085,Parking public,1.53,27.23,Rabat,10000,34.02203506231697,-6.835686220406934
6900922,3.92,0015-08-28 20:48:27,0015-08-28 21:44:08,20,21,0.928055556,Vendredi,android,,78908148,664306,868085,Parking public,2.57,10.07,Agadir,80000,30.400617958006503,-9.603251535907061
8020746,12.91,0015-08-30 03:44:39,0015-08-30 05:43:07,3,5,1.974444444,Dimanche,android,,78908148,730023,878393,Université / Campus,2.41,31.11,Casablanca,20000,33.55307700212536,-7.562323248404432
5240328,4.54,0015-09-02 00:47:27,0015-09-02 01:30:10,0,1,0.711944444,Mercredi,android,,78908148,730023,878393,Université / Campus,2.85,12.94,Casablanca,20000,33.58738201698558,-7.58733317050727
2682332,22.07,0015-09-02 13:43:27,0015-09-02 17:38:10,13,17,3.911944444,Mercredi,android,,78908148,995505,868085,Parking public,2.84,62.68,Marrakech,40000,31.604467920075507,-7.974794628887567
9676846,5.26,0015-09-04 20:45:20,0015-09-04 21:54:06,20,21,1.146111111,Vendredi,android,,78908148,569886,868085,Parking public,2.67,14.04,Rabat,10000,34.02708912656798,-6.858370741635115
2473111,21.14,0015-09-09 13:59:02,0015-09-09 18:28:11,13,18,4.485833333,Mercredi,android,,78908148,932939,868085,Parking public,3.14,66.38,Casablanca,20000,33.557820946580875,-7.582260952634364
1188651,4.59,0015-09-11 20:42:07,0015-09-11 21:41:08,20,21,0.983611111,Vendredi,android,,78908148,664306,868085,Parking public,3.38,15.51,Agadir,80000,30.42115773684252,-9.593803541031024
7635846,20.37,0015-09-12 16:41:58,0015-09-12 19:56:08,16,19,3.236111111,Samedi,android,,78908148,730023,878393,Université / Campus,1.72,35.04,Casablanca,20000,33.56042162420624,-7.608709696123179
7088986,18.42,0015-09-15 13:33:57,0015-09-15 16:58:06,13,16,3.4025,Mardi,android,,78908148,932939,868085,Parking public,1.97,36.29,Casablanca,20000,33.564440362987895,-7.616224774158812
3818216,9.02,0015-09-18 21:18:29,0015-09-18 22:55:20,21,22,1.614166667,Vendredi,android,,78908148,569886,868085,Parking public,1.55,13.98,Rabat,10000,34.03404275431105,-6.835338440817114
