borne_id,heure,jour_semaine,est_weekend,est_heure_pointe,mois,energie_kwh,occupee
27,21,4,0,0,9,0.0,0
17,14,5,1,0,7,0.0,0
69,9,2,0,1,8,0.0,0
35,15,3,0,0,7,0.0,0
48,18,5,1,1,2,0.0,0
31,23,5,1,0,11,0.0,0
82,5,1,0,0,2,0.0,0
6,14,4,0,0,2,0.0,0
50,7,4,0,1,1,0.0,0
87,9,2,0,1,2,0.0,0
92,12,3,0,0,4,0.0,0
30,8,1,0,1,9,0.0,0
56,0,3,0,0,2,0.0,0
60,13,0,0,0,7,0.0,0
17,15,1,0,0,11,0.0,0
102,11,6,1,0,2,0.0,0
36,1,3,0,0,8,0.0,0
20,9,3,0,1,4,0.0,0
62,9,1,0,1,2,0.0,0
39,0,1,0,0,4,0.0,0
61,8,6,1,1,1,0.0,0
95,3,1,0,0,12,0.0,0
38,6,3,0,0,6,0.0,0
44,19,1,0,1,9,0.0,0
98,12,4,0,0,1,0.0,0
97,0,3,0,0,10,0.0,0
67,22,3,0,0,4,0.0,0
62,6,2,0,0,7,0.0,0
21,3,2,0,0,5,0.0,0
32,9,5,1,1,9,0.0,0
41,2,1,0,0,12,0.0,0
48,14,1,0,0,2,0.0,0
73,10,4,0,0,1,0.0,0
7,4,1,0,0,10,0.0,0
21,14,3,0,0,4,0.0,0
64,4,2,0,0,2,0.0,0
24,7,0,0,1,7,0.0,0
79,15,4,0,0,1,0.0,0
34,0,6,1,0,9,0.0,0
73,0,6,1,0,11,0.0,0
50,8,4,0,1,2,0.0,0
9,14,5,1,0,11,0.0,0
60,22,3,0,0,3,0.0,0
3,11,1,0,0,3,0.0,0
68,17,1,0,1,6,0.0,0
18,18,0,0,1,11,0.0,0
75,9,6,1,1,4,0.0,0
47,9,0,0,1,3,0.0,0
53,12,0,0,0,9,0.0,0
32,19,2,0,1,11,0.0,0
71,23,2,0,0,6,0.0,0
100,13,6,1,0,5,0.0,0
66,18,5,1,1,5,0.0,0
61,18,0,0,1,11,0.0,0
58,9,1,0,1,3,0.0,0
86,4,3,0,0,2,0.0,0
11,16,5,1,0,8,0.0,0
22,14,4,0,0,9,0.0,0
29,13,0,0,0,9,6.17,1
99,1,0,0,0,8,0.0,0
88,1,6,1,0,1,0.0,0
13,17,0,0,1,12,0.0,0
70,15,5,1,0,5,0.0,0
26,17,6,1,1,11,0.0,0
24,14,1,0,0,8,0.0,0
7,22,4,0,0,1,0.0,0
47,13,4,0,0,2,0.0,0
14,21,4,0,0,7,0.0,0
37,0,4,0,0,11,0.0,0
60,21,6,1,0,6,0.0,0
69,4,6,1,0,3,0.0,0
86,19,3,0,1,3,0.0,0
56,4,2,0,0,2,0.0,0
91,3,5,1,0,1,0.0,0
88,14,2,0,0,10,0.0,0
16,22,1,0,0,5,0.0,0
86,2,0,0,0,1,0.0,0
13,9,1,0,1,3,0.0,0
58,4,2,0,0,12,0.0,0
81,9,4,0,1,8,0.0,0
26,16,5,1,0,9,0.0,0
18,14,1,0,0,8,0.0,0
98,9,0,0,1,12,0.0,0
36,19,2,0,1,5,0.0,0
26,1,0,0,0,4,0.0,0
62,11,0,0,0,7,0.0,0
67,4,5,1,0,12,0.0,0
15,9,6,1,1,9,0.0,0
73,3,5,1,0,3,0.0,0
90,23,4,0,0,9,0.0,0
22,7,6,1,1,6,0.0,0
32,3,5,1,0,8,0.0,0
77,21,3,0,0,6,0.0,0
40,15,1,0,0,12,0.0,0
70,4,5,1,0,9,0.0,0
73,13,0,0,0,3,0.0,0
12,21,5,1,0,2,0.0,0
71,11,6,1,0,5,0.0,0
5,13,5,1,0,9,0.0,0
93,5,1,0,0,11,0.0,0
17,15,4,0,0,10,0.0,0
16,15,3,0,0,7,0.0,0
23,13,4,0,0,1,0.0,0
44,13,5,1,0,10,0.0,0
57,1,3,0,0,6,0.0,0
27,23,6,1,0,4,0.0,0
38,4,1,0,0,1,0.0,0
81,14,2,0,0,2,0.0,0
17,4,2,0,0,7,0.0,0
94,18,6,1,1,8,0.0,0
81,5,5,1,0,3,0.0,0
68,14,2,0,0,5,0.0,0
17,10,5,1,0,5,0.0,0
54,2,0,0,0,9,0.0,0
97,13,4,0,0,9,0.0,0
98,19,2,0,1,12,0.0,0
50,6,1,0,0,10,0.0,0
73,20,6,1,1,11,0.0,0
18,16,6,1,0,7,0.0,0
67,18,6,1,1,1,0.0,0
93,3,4,0,0,5,0.0,0
48,6,1,0,0,7,0.0,0
24,2,3,0,0,5,0.0,0
67,17,4,0,1,9,0.0,0
24,3,0,0,0,6,0.0,0
8,14,5,1,0,4,0.0,0
93,0,0,0,0,3,0.0,0
77,4,4,0,0,10,0.0,0
88,7,1,0,1,1,0.0,0
96,6,6,1,0,6,0.0,0
16,12,6,1,0,11,0.0,0
15,7,2,0,1,11,0.0,0
25,2,4,0,0,1,0.0,0
87,12,6,1,0,10,0.0,0
44,7,1,0,1,11,0.0,0
48,13,6,1,0,11,0.0,0
35,6,2,0,0,9,0.0,0
45,13,6,1,0,8,0.0,0
45,15,5,1,0,7,0.0,0
80,19,5,1,1,3,0.0,0
62,8,1,0,1,12,0.0,0
59,21,4,0,0,2,0.0,0
92,11,5,1,0,9,0.0,0
55,7,6,1,1,8,0.0,0
69,1,2,0,0,8,0.0,0
98,3,1,0,0,7,0.0,0
89,11,5,1,0,9,0.0,0
70,3,1,0,0,3,0.0,0
97,6,6,1,0,6,0.0,0
69,5,2,0,0,11,0.0,0
11,4,1,0,0,1,0.0,0
45,19,2,0,1,3,0.0,0
51,22,2,0,0,3,0.0,0
29,23,5,1,0,5,0.0,0
102,17,0,0,1,2,0.0,0
61,2,1,0,0,4,0.0,0
6,20,2,0,1,1,0.0,0
68,0,2,0,0,1,0.0,0
16,0,5,1,0,12,0.0,0
63,12,3,0,0,12,0.0,0
98,21,3,0,0,2,0.0,0
88,3,3,0,0,6,0.0,0
56,18,6,1,1,12,0.0,0
78,18,2,0,1,3,0.0,0
65,9,3,0,1,6,0.0,0
65,7,0,0,1,2,0.0,0
42,20,6,1,1,1,0.0,0
50,3,5,1,0,1,0.0,0
49,21,6,1,0,7,0.0,0
69,15,5,1,0,9,0.0,0
70,1,2,0,0,10,0.0,0
4,1,0,0,0,11,0.0,0
62,12,5,1,0,4,0.0,0
64,15,0,0,0,3,0.0,0
69,15,5,1,0,1,0.0,0
46,2,4,0,0,6,0.0,0
26,11,3,0,0,4,0.0,0
16,3,3,0,0,11,0.0,0
57,16,1,0,0,2,0.0,0
60,3,0,0,0,6,0.0,0
29,9,0,0,1,12,0.0,0
10,23,6,1,0,9,0.0,0
12,19,2,0,1,7,0.0,0
79,12,5,1,0,12,0.0,0
25,7,2,0,1,2,0.0,0
86,5,5,1,0,9,0.0,0
57,17,5,1,1,10,0.0,0
87,7,0,0,1,1,0.0,0
15,13,1,0,0,1,0.0,0
52,1,4,0,0,4,0.0,0
36,17,3,0,1,2,0.0,0
91,19,3,0,1,8,0.0,0
8,0,3,0,0,6,0.0,0
71,15,5,1,0,2,0.0,0
60,23,1,0,0,9,0.0,0
57,13,2,0,0,8,0.0,0
33,23,1,0,0,10,0.0,0
28,17,2,0,1,3,0.0,0
54,5,6,1,0,1,0.0,0
28,16,0,0,0,2,0.0,0
53,6,3,0,0,10,0.0,0
78,9,6,1,1,6,0.0,0
16,12,2,0,0,2,0.0,0
51,16,6,1,0,4,0.0,0
39,1,4,0,0,9,0.0,0
91,6,3,0,0,3,0.0,0
59,8,1,0,1,1,0.0,0
80,16,2,0,0,11,0.0,0
91,7,3,0,1,7,0.0,0
27,4,6,1,0,3,0.0,0
95,0,3,0,0,11,0.0,0
78,20,3,0,1,6,0.0,0
100,13,4,0,0,6,0.0,0
24,10,3,0,0,8,0.0,0
74,21,1,0,0,6,0.0,0
7,9,0,0,1,5,0.0,0
45,12,4,0,0,3,1.39,1
61,14,2,0,0,6,0.0,0
42,16,0,0,0,6,0.0,0
102,1,2,0,0,10,0.0,0
45,4,4,0,0,8,0.0,0
96,17,2,0,1,2,0.0,0
51,12,2,0,0,10,0.0,0
44,6,2,0,0,2,0.0,0
6,4,2,0,0,10,0.0,0
62,23,3,0,0,9,0.0,0
22,16,4,0,0,6,0.0,0
3,21,1,0,0,10,0.0,0
46,14,0,0,0,4,0.0,0
40,0,2,0,0,10,0.0,0
60,2,6,1,0,3,0.0,0
100,13,2,0,0,4,0.0,0
22,11,2,0,0,4,0.0,0
8,9,3,0,1,2,0.0,0
96,12,1,0,0,7,0.0,0
31,14,3,0,0,4,0.0,0
14,17,0,0,1,11,0.0,0
25,11,4,0,0,5,0.0,0
48,5,6,1,0,3,0.0,0
40,20,4,0,1,12,0.0,0
90,7,3,0,1,5,0.0,0
37,12,4,0,0,12,0.0,0
36,21,6,1,0,9,0.0,0
51,7,0,0,1,6,0.0,0
65,16,3,0,0,8,0.0,0
54,7,1,0,1,2,0.0,0
38,4,0,0,0,11,0.0,0
101,14,6,1,0,11,0.0,0
45,21,4,0,0,6,0.0,0
15,16,5,1,0,12,0.0,0
38,10,4,0,0,4,0.0,0
96,23,3,0,0,7,0.0,0
6,7,0,0,1,9,0.0,0
36,8,0,0,1,12,0.0,0
75,8,0,0,1,9,0.0,0
79,13,6,1,0,1,0.0,0
21,22,4,0,0,1,0.0,0
69,23,2,0,0,3,0.0,0
13,4,0,0,0,7,0.0,0
64,8,2,0,1,11,0.0,0
11,14,5,1,0,4,0.0,0
22,6,2,0,0,7,0.0,0
73,4,5,1,0,10,0.0,0
66,2,4,0,0,10,0.0,0
18,14,3,0,0,5,0.0,0
73,6,1,0,0,6,0.0,0
7,9,1,0,1,1,0.0,0
59,4,1,0,0,7,0.0,0
90,21,3,0,0,11,0.0,0
36,20,0,0,1,5,0.0,0
81,3,3,0,0,7,0.0,0
97,16,1,0,0,6,0.0,0
94,9,3,0,1,2,0.0,0
64,11,1,0,0,6,0.0,0
69,15,4,0,0,10,0.0,0
95,18,0,0,1,11,0.0,0
13,20,6,1,1,10,0.0,0
34,2,6,1,0,1,0.0,0
102,0,6,1,0,2,0.0,0
69,20,3,0,1,3,0.0,0
75,8,1,0,1,3,0.0,0
89,16,5,1,0,12,0.0,0
15,8,0,0,1,12,0.0,0
53,4,3,0,0,9,0.0,0
70,8,1,0,1,1,0.0,0
98,7,0,0,1,9,0.0,0
35,15,3,0,0,8,0.0,0
42,20,0,0,1,9,0.0,0
60,4,6,1,0,8,0.0,0
81,10,0,0,0,1,0.0,0
87,10,5,1,0,6,0.0,0
58,11,4,0,0,3,0.0,0
50,19,0,0,1,1,0.0,0
57,6,2,0,0,4,0.0,0
60,3,4,0,0,6,0.0,0
37,13,0,0,0,2,0.0,0
10,21,1,0,0,5,0.0,0
23,8,3,0,1,9,0.0,0
96,18,5,1,1,2,0.0,0
81,13,5,1,0,6,0.0,0
37,2,2,0,0,2,0.0,0
55,12,6,1,0,1,0.0,0
7,23,1,0,0,2,0.0,0
40,14,2,0,0,5,0.0,0
12,4,1,0,0,7,0.0,0
66,11,4,0,0,2,0.0,0
41,2,6,1,0,6,0.0,0
64,5,2,0,0,12,0.0,0
32,10,3,0,0,3,0.0,0
34,23,4,0,0,10,0.0,0
90,10,4,0,0,12,0.0,0
11,7,0,0,1,5,0.0,0
77,13,4,0,0,11,0.0,0
7,18,2,0,1,6,0.0,0
67,7,4,0,1,4,0.0,0
89,3,1,0,0,9,0.0,0
81,8,4,0,1,8,0.0,0
88,18,2,0,1,3,0.0,0
26,9,1,0,1,11,0.0,0
33,16,1,0,0,12,0.0,0
73,19,4,0,1,5,0.0,0
50,16,5,1,0,3,0.0,0
76,8,1,0,1,3,0.0,0
70,14,6,1,0,6,0.0,0
69,12,0,0,0,1,0.0,0
8,21,2,0,0,10,0.0,0
71,6,3,0,0,7,0.0,0
97,4,5,1,0,7,0.0,0
7,20,1,0,1,11,0.0,0
31,4,6,1,0,3,0.0,0
16,18,4,0,1,12,0.0,0
102,2,4,0,0,5,0.0,0
94,7,5,1,1,6,0.0,0
18,17,2,0,1,2,0.0,0
12,22,2,0,0,9,0.0,0
65,6,6,1,0,3,0.0,0
60,10,4,0,0,10,0.0,0
85,5,0,0,0,1,0.0,0
12,2,0,0,0,6,0.0,0
22,13,4,0,0,2,0.0,0
26,11,6,1,0,5,0.0,0
60,6,6,1,0,10,0.0,0
102,16,3,0,0,5,0.0,0
16,17,6,1,1,2,0.0,0
74,17,2,0,1,5,0.0,0
27,1,6,1,0,9,0.0,0
62,1,0,0,0,11,0.0,0
19,0,4,0,0,5,0.0,0
46,17,5,1,1,11,0.0,0
32,10,2,0,0,6,0.0,0
102,4,0,0,0,2,0.0,0
15,6,4,0,0,10,0.0,0
9,11,3,0,0,8,0.0,0
61,20,6,1,1,5,0.0,0
39,14,0,0,0,8,0.0,0
86,15,0,0,0,3,0.0,0
43,23,4,0,0,4,0.0,0
44,4,6,1,0,4,0.0,0
60,23,3,0,0,2,0.0,0
12,5,5,1,0,10,0.0,0
23,19,4,0,1,8,0.0,0
7,6,3,0,0,2,0.0,0
25,9,1,0,1,4,0.0,0
14,17,3,0,1,7,0.0,0
81,10,1,0,0,5,0.0,0
13,7,2,0,1,6,0.0,0
87,18,2,0,1,7,0.0,0
80,4,0,0,0,8,0.0,0
5,12,2,0,0,6,0.0,0
10,8,6,1,1,4,0.0,0
40,19,3,0,1,5,0.0,0
53,10,3,0,0,1,0.0,0
86,22,0,0,0,8,0.0,0
60,0,0,0,0,11,0.0,0
44,19,1,0,1,2,0.0,0
27,14,3,0,0,2,0.0,0
84,20,3,0,1,9,0.0,0
96,23,5,1,0,6,0.0,0
53,17,2,0,1,7,0.0,0
22,6,2,0,0,11,0.0,0
50,8,4,0,1,4,0.0,0
88,16,0,0,0,5,0.0,0
65,14,5,1,0,5,0.0,0
17,9,0,0,1,10,0.0,0
40,19,0,0,1,6,0.0,0
47,14,3,0,0,1,0.0,0
44,10,2,0,0,9,5.6,1
87,2,3,0,0,6,0.0,0
53,5,3,0,0,3,0.0,0
46,19,1,0,1,1,0.0,0
86,17,6,1,1,1,0.0,0
9,15,4,0,0,5,0.0,0
88,6,6,1,0,4,0.0,0
33,3,3,0,0,8,0.0,0
16,6,2,0,0,5,0.0,0
34,14,2,0,0,3,0.0,0
46,20,6,1,1,4,0.0,0
89,8,0,0,1,12,0.0,0
2,7,0,0,1,12,0.0,0
67,18,1,0,1,9,0.0,0
13,11,4,0,0,11,0.0,0
89,17,6,1,1,6,0.0,0
89,4,6,1,0,11,0.0,0
8,15,2,0,0,2,0.0,0
30,12,0,0,0,4,0.0,0
59,13,5,1,0,8,0.0,0
75,14,3,0,0,11,0.0,0
41,12,2,0,0,5,0.0,0
47,20,0,0,1,7,0.0,0
72,9,1,0,1,5,0.0,0
29,4,5,1,0,10,0.0,0
99,7,1,0,1,3,0.0,0
34,18,2,0,1,11,0.0,0
3,2,0,0,0,12,0.0,0
87,10,2,0,0,12,0.0,0
96,0,0,0,0,3,0.0,0
44,17,6,1,1,12,0.0,0
59,5,5,1,0,4,0.0,0
98,11,1,0,0,7,0.0,0
6,16,6,1,0,5,0.0,0
47,4,2,0,0,1,0.0,0
31,3,4,0,0,6,0.0,0
90,17,4,0,1,1,0.0,0
34,2,5,1,0,6,0.0,0
64,23,5,1,0,11,0.0,0
100,3,5,1,0,8,0.0,0
3,17,6,1,1,5,0.0,0
33,9,2,0,1,1,0.0,0
5,23,0,0,0,9,0.0,0
10,20,4,0,1,4,0.0,0
17,18,3,0,1,1,0.0,0
82,1,5,1,0,4,0.0,0
76,0,1,0,0,11,0.0,0
87,5,2,0,0,9,0.0,0
100,14,4,0,0,10,0.0,0
32,19,1,0,1,3,0.0,0
41,0,2,0,0,6,0.0,0
86,23,5,1,0,9,0.0,0
14,14,6,1,0,2,0.0,0
28,18,4,0,1,2,0.0,0
35,11,4,0,0,4,0.0,0
10,12,4,0,0,7,0.0,0
36,22,0,0,0,11,0.0,0
62,21,5,1,0,12,0.0,0
11,12,0,0,0,6,0.0,0
26,22,3,0,0,9,0.0,0
64,17,6,1,1,12,0.0,0
7,4,6,1,0,4,0.0,0
66,5,6,1,0,12,0.0,0
89,17,3,0,1,4,0.0,0
77,23,2,0,0,1,0.0,0
8,21,1,0,0,2,0.0,0
9,12,5,1,0,11,0.0,0
12,17,6,1,1,11,0.0,0
101,10,5,1,0,12,0.0,0
62,17,5,1,1,6,0.0,0
24,13,3,0,0,10,0.0,0
85,21,2,0,0,12,0.0,0
57,4,2,0,0,9,0.0,0
13,0,6,1,0,8,0.0,0
6,9,2,0,1,5,0.0,0
20,22,0,0,0,5,0.0,0
29,2,6,1,0,11,0.0,0
55,22,4,0,0,11,0.0,0
101,22,4,0,0,7,0.0,0
43,19,1,0,1,5,0.0,0
50,6,1,0,0,12,0.0,0
58,15,5,1,0,9,0.0,0
92,23,2,0,0,5,0.0,0
1,21,6,1,0,9,0.0,0
38,10,2,0,0,3,0.0,0
43,13,1,0,0,11,0.0,0
20,22,0,0,0,2,0.0,0
17,7,2,0,1,9,0.0,0
93,23,1,0,0,4,0.0,0
79,13,5,1,0,2,0.0,0
42,4,3,0,0,5,0.0,0
77,10,1,0,0,4,0.0,0
79,19,1,0,1,10,0.0,0
102,13,6,1,0,11,0.0,0
31,19,3,0,1,9,0.0,0
69,20,4,0,1,10,0.0,0
44,21,2,0,0,5,0.0,0
67,15,3,0,0,12,0.0,0
74,22,1,0,0,3,0.0,0
61,4,6,1,0,10,0.0,0
28,14,0,0,0,7,5.68,1
54,5,1,0,0,3,0.0,0
2,11,3,0,0,8,0.0,0
76,6,3,0,0,5,0.0,0
41,14,1,0,0,8,0.0,0
8,15,1,0,0,3,0.0,0
85,0,4,0,0,2,0.0,0
19,4,3,0,0,6,0.0,0
22,1,4,0,0,11,0.0,0
39,23,4,0,0,7,0.0,0
57,5,1,0,0,5,0.0,0
26,14,1,0,0,6,0.0,0
19,21,5,1,0,5,0.0,0
75,19,5,1,1,8,0.0,0
76,0,5,1,0,1,0.0,0
98,21,2,0,0,4,0.0,0
50,1,4,0,0,7,0.0,0
61,8,5,1,1,3,0.0,0
90,13,3,0,0,7,0.0,0
27,7,2,0,1,3,0.0,0
36,4,2,0,0,3,0.0,0
35,0,6,1,0,1,0.0,0
41,11,1,0,0,5,0.0,0
98,23,1,0,0,2,0.0,0
87,13,0,0,0,4,0.0,0
28,5,1,0,0,5,0.0,0
71,2,0,0,0,6,0.0,0
13,10,1,0,0,9,0.0,0
91,18,0,0,1,1,0.0,0
9,12,0,0,0,8,0.0,0
93,0,5,1,0,12,0.0,0
4,1,6,1,0,10,0.0,0
17,10,1,0,0,1,0.0,0
11,12,6,1,0,11,0.0,0
73,12,3,0,0,3,0.0,0
8,20,0,0,1,2,0.0,0
3,5,1,0,0,3,0.0,0
72,15,3,0,0,2,0.0,0
39,2,3,0,0,5,0.0,0
58,17,6,1,1,8,0.0,0
8,12,1,0,0,12,0.0,0
36,18,5,1,1,7,0.0,0
90,7,3,0,1,2,0.0,0
63,21,2,0,0,2,0.0,0
58,11,6,1,0,1,0.0,0
29,22,4,0,0,3,0.0,0
56,5,6,1,0,8,0.0,0
84,12,3,0,0,6,0.0,0
82,23,6,1,0,12,0.0,0
41,1,4,0,0,3,0.0,0
65,2,6,1,0,7,0.0,0
37,15,6,1,0,4,0.0,0
23,13,6,1,0,10,0.0,0
12,23,4,0,0,2,0.0,0
55,8,3,0,1,4,0.0,0
16,4,3,0,0,9,0.0,0
35,2,3,0,0,9,0.0,0
102,3,4,0,0,11,0.0,0
46,5,4,0,0,12,0.0,0
45,23,2,0,0,8,0.0,0
36,7,5,1,1,5,0.0,0
68,5,6,1,0,7,0.0,0
83,23,0,0,0,9,0.0,0
82,6,5,1,0,1,0.0,0
53,17,2,0,1,5,0.0,0
48,23,2,0,0,11,0.0,0
37,11,1,0,0,12,0.0,0
42,7,0,0,1,2,0.0,0
32,3,6,1,0,10,0.0,0
65,7,4,0,1,11,0.0,0
33,11,1,0,0,10,0.0,0
56,14,2,0,0,12,0.0,0
73,21,0,0,0,3,0.0,0
3,19,1,0,1,8,0.0,0
71,17,0,0,1,8,4.3,1
82,17,0,0,1,7,0.0,0
51,22,3,0,0,12,0.0,0
90,7,5,1,1,11,0.0,0
102,6,6,1,0,10,0.0,0
13,1,5,1,0,5,0.0,0
56,11,0,0,0,11,0.0,0
24,11,0,0,0,6,0.0,0
53,12,3,0,0,2,0.0,0
70,14,1,0,0,6,0.0,0
93,21,6,1,0,10,0.0,0
9,6,6,1,0,9,0.0,0
68,19,6,1,1,3,0.0,0
21,21,6,1,0,6,0.0,0
47,6,0,0,0,3,0.0,0
32,19,0,0,1,11,0.0,0
92,12,4,0,0,1,0.0,0
91,16,4,0,0,8,0.0,0
62,0,0,0,0,6,0.0,0
87,21,1,0,0,6,0.0,0
43,4,3,0,0,3,0.0,0
102,1,4,0,0,10,0.0,0
69,8,1,0,1,6,0.0,0
45,11,2,0,0,11,0.0,0
70,15,0,0,0,5,0.0,0
20,6,2,0,0,11,0.0,0
67,2,6,1,0,10,0.0,0
14,1,1,0,0,11,0.0,0
60,19,1,0,1,5,0.0,0
45,10,1,0,0,4,0.0,0
101,7,6,1,1,2,0.0,0
92,9,6,1,1,12,0.0,0
31,1,4,0,0,10,0.0,0
54,14,2,0,0,8,0.0,0
2,12,6,1,0,4,0.0,0
64,7,0,0,1,1,0.0,0
5,9,4,0,1,1,0.0,0
42,2,3,0,0,4,0.0,0
20,7,4,0,1,6,0.0,0
15,0,4,0,0,2,0.0,0
47,4,0,0,0,6,0.0,0
25,7,1,0,1,4,0.0,0
48,15,4,0,0,5,0.0,0
96,4,3,0,0,8,0.0,0
27,2,1,0,0,1,0.0,0
48,15,0,0,0,8,0.0,0
4,18,4,0,1,4,0.0,0
48,20,4,0,1,4,0.0,0
26,11,5,1,0,10,0.0,0
27,3,5,1,0,6,0.0,0
78,8,5,1,1,12,0.0,0
93,11,4,0,0,6,0.0,0
65,6,1,0,0,11,0.0,0
68,20,4,0,1,2,0.0,0
31,18,4,0,1,3,0.0,0
86,0,1,0,0,7,0.0,0
33,1,4,0,0,10,0.0,0
62,23,3,0,0,10,0.0,0
88,18,1,0,1,1,0.0,0
47,18,1,0,1,7,0.0,0
9,0,3,0,0,12,0.0,0
66,7,4,0,1,6,0.0,0
71,13,1,0,0,10,0.0,0
75,7,2,0,1,7,0.0,0
58,11,4,0,0,11,0.0,0
92,17,6,1,1,12,0.0,0
44,19,3,0,1,6,0.0,0
3,3,1,0,0,7,0.0,0
95,17,1,0,1,8,0.0,0
96,15,1,0,0,9,0.0,0
55,8,5,1,1,8,0.0,0
14,7,4,0,1,5,0.0,0
99,11,0,0,0,3,0.0,0
41,1,3,0,0,11,0.0,0
73,19,6,1,1,11,0.0,0
11,1,2,0,0,9,0.0,0
49,2,0,0,0,4,0.0,0
28,5,5,1,0,7,0.0,0
18,12,0,0,0,3,5.67,1
35,7,0,0,1,8,0.0,0
79,2,4,0,0,4,0.0,0
55,0,2,0,0,2,0.0,0
15,23,0,0,0,4,0.0,0
58,20,5,1,1,1,0.0,0
4,15,5,1,0,8,0.0,0
85,5,6,1,0,9,0.0,0
96,17,1,0,1,12,0.0,0
22,6,6,1,0,6,0.0,0
76,20,3,0,1,9,0.0,0
10,5,2,0,0,9,0.0,0
74,15,2,0,0,2,0.0,0
92,5,2,0,0,6,0.0,0
49,1,2,0,0,10,0.0,0
34,4,1,0,0,3,0.0,0
3,11,4,0,0,6,0.0,0
84,2,4,0,0,1,0.0,0
23,20,6,1,1,3,0.0,0
70,4,5,1,0,2,0.0,0
81,2,3,0,0,10,0.0,0
43,19,6,1,1,6,0.0,0
21,9,3,0,1,4,0.0,0
71,23,4,0,0,8,0.0,0
63,0,1,0,0,12,0.0,0
24,0,2,0,0,3,0.0,0
50,1,4,0,0,9,0.0,0
44,21,3,0,0,7,0.0,0
44,15,4,0,0,2,0.0,0
29,6,1,0,0,9,0.0,0
21,3,1,0,0,5,0.0,0
76,2,4,0,0,11,0.0,0
50,13,1,0,0,8,0.0,0
81,21,6,1,0,12,0.0,0
93,15,3,0,0,8,0.0,0
20,4,1,0,0,6,0.0,0
90,2,5,1,0,5,0.0,0
36,20,0,0,1,10,0.0,0
79,5,4,0,0,3,0.0,0
56,23,3,0,0,10,0.0,0
74,12,5,1,0,12,0.0,0
9,23,4,0,0,12,0.0,0
35,18,4,0,1,5,0.0,0
57,4,6,1,0,1,0.0,0
95,13,3,0,0,3,0.0,0
38,18,5,1,1,3,0.0,0
69,13,0,0,0,9,0.0,0
44,0,5,1,0,10,0.0,0
28,17,1,0,1,2,0.0,0
2,16,3,0,0,9,0.0,0
52,18,6,1,1,4,0.0,0
15,3,5,1,0,11,0.0,0
85,22,0,0,0,5,0.0,0
29,20,6,1,1,7,0.0,0
65,9,5,1,1,2,0.0,0
16,0,2,0,0,10,0.0,0
87,16,6,1,0,6,0.0,0
61,3,4,0,0,8,0.0,0
10,20,0,0,1,3,0.0,0
98,8,1,0,1,10,0.0,0
96,10,6,1,0,4,0.0,0
76,20,1,0,1,3,0.0,0
49,9,2,0,1,5,0.0,0
86,3,5,1,0,5,0.0,0
7,18,2,0,1,7,0.0,0
41,1,0,0,0,7,0.0,0
6,0,6,1,0,4,0.0,0
31,7,3,0,1,5,0.0,0
56,13,3,0,0,5,0.0,0
86,16,5,1,0,9,0.0,0
29,0,6,1,0,6,0.0,0
51,11,2,0,0,11,0.0,0
97,20,4,0,1,4,0.0,0
90,3,0,0,0,4,0.0,0
73,15,4,0,0,12,0.0,0
44,23,2,0,0,12,0.0,0
97,7,1,0,1,5,0.0,0
1,6,2,0,0,6,0.0,0
29,10,6,1,0,7,0.0,0
16,0,3,0,0,7,0.0,0
90,23,1,0,0,6,0.0,0
51,5,2,0,0,2,0.0,0
9,3,0,0,0,5,0.0,0
21,15,0,0,0,11,0.0,0
92,12,2,0,0,12,0.0,0
44,21,6,1,0,3,0.0,0
89,19,2,0,1,9,0.0,0
8,0,2,0,0,2,0.0,0
86,0,0,0,0,7,0.0,0
61,12,6,1,0,5,0.0,0
40,0,2,0,0,9,0.0,0
99,19,0,0,1,6,0.0,0
85,14,1,0,0,2,0.0,0
52,12,2,0,0,3,0.0,0
73,15,4,0,0,2,0.0,0
63,8,2,0,1,8,0.0,0
88,4,2,0,0,1,0.0,0
4,20,0,0,1,7,0.0,0
101,19,2,0,1,11,0.0,0
12,7,6,1,1,10,0.0,0
56,22,6,1,0,1,0.0,0
1,17,5,1,1,6,0.0,0
7,5,6,1,0,8,0.0,0
53,1,0,0,0,10,0.0,0
18,6,0,0,0,9,0.0,0
12,20,0,0,1,6,0.0,0
52,0,6,1,0,7,0.0,0
45,19,0,0,1,11,0.0,0
90,22,2,0,0,8,0.0,0
3,16,0,0,0,3,0.0,0
62,8,6,1,1,1,0.0,0
15,9,1,0,1,4,0.0,0
35,12,3,0,0,12,0.0,0
92,3,4,0,0,12,0.0,0
92,14,1,0,0,2,0.0,0
60,6,6,1,0,12,0.0,0
82,21,1,0,0,7,0.0,0
83,10,0,0,0,3,0.0,0
66,1,1,0,0,6,0.0,0
25,21,6,1,0,8,0.0,0
6,6,4,0,0,8,0.0,0
97,13,1,0,0,9,0.0,0
48,10,6,1,0,11,0.0,0
80,10,4,0,0,5,0.0,0
76,10,2,0,0,10,0.0,0
42,23,1,0,0,1,0.0,0
89,21,3,0,0,8,0.0,0
80,4,2,0,0,5,0.0,0
11,5,0,0,0,7,0.0,0
23,2,2,0,0,5,0.0,0
85,2,5,1,0,4,0.0,0
58,23,5,1,0,7,0.0,0
46,3,4,0,0,8,0.0,0
39,7,3,0,1,12,0.0,0
36,16,4,0,0,11,0.0,0
42,4,4,0,0,9,0.0,0
57,16,1,0,0,7,0.0,0
